UserID,clicks_in_last_90_articles,ActivityCentrality,ReceivedNegative,ReceivedPositive,VoteNegative,VotePositive,PostReplied,UserFollowed,GotPostReplied,GotFollowers,PostsAmount,TopicsPostedIn,MostPopularTopicPostsAmount,TopicsDiversity
4,178.0,4.462151394422311,0.0,6.0,5.0,50.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.718281828459045
30,316.0,41.19521912350597,117.0,288.0,10.0,194.0,18.0,0.0,76.0,0.0,93.0,22.0,30.0,1.1513199777745544
38,317.0,5.896414342629482,3.0,59.0,1.0,5.0,9.0,0.0,6.0,0.0,24.0,11.0,5.0,1.547071263844742
77,50.0,43.58565737051793,285.0,486.0,0.0,0.0,64.0,0.0,117.0,0.0,349.0,31.0,94.0,1.1272337738823344
106,498.0,0.0796812749003984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
148,255.0,23.10756972111554,33.0,157.0,35.0,93.0,44.0,0.0,39.0,0.0,108.0,29.0,16.0,1.2620768033291097
164,259.0,0.39840637450199207,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
246,93.0,1.51394422310757,0.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
254,393.0,9.9601593625498,0.0,9.0,20.0,116.0,5.0,4.0,0.0,1.0,13.0,10.0,3.0,1.5423902651101746
274,94.0,4.382470119521913,1.0,40.0,7.0,4.0,5.0,0.0,8.0,0.0,17.0,11.0,4.0,1.4716197079686262
304,231.0,138.72509960159363,441.0,2247.0,74.0,382.0,202.0,0.0,248.0,0.0,542.0,47.0,126.0,1.095842127694727
356,43.0,21.752988047808763,35.0,196.0,14.0,51.0,26.0,0.0,21.0,0.0,85.0,16.0,22.0,1.273128519849633
360,104.0,13.386454183266931,0.0,31.0,71.0,149.0,2.0,0.0,2.0,0.0,6.0,6.0,1.0,2.718281828459045
377,156.0,89.24302788844622,0.0,2.0,122.0,1684.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.718281828459045
472,362.0,240.1593625498008,2534.0,6007.0,8.0,593.0,737.0,0.0,1060.0,4.0,2004.0,48.0,416.0,1.1055694890581924
508,148.0,2.549800796812749,1.0,6.0,4.0,21.0,2.0,0.0,3.0,0.0,6.0,5.0,2.0,1.8221188003905089
625,320.0,1.0358565737051793,1.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.718281828459045
626,343.0,51.31474103585658,57.0,191.0,69.0,698.0,30.0,8.0,36.0,6.0,82.0,25.0,10.0,1.3881889722894123
629,588.0,3.107569721115538,1.0,23.0,3.0,18.0,1.0,0.0,2.0,0.0,6.0,4.0,3.0,1.6487212707001282
807,316.0,5.099601593625498,2.0,30.0,25.0,29.0,5.0,0.0,1.0,0.0,16.0,10.0,6.0,1.3056051720649522
825,760.0,61.99203187250996,60.0,236.0,594.0,700.0,21.0,0.0,30.0,2.0,81.0,28.0,12.0,1.2726119329141985
896,182.0,5.4980079681274905,3.0,41.0,3.0,18.0,7.0,2.0,7.0,1.0,24.0,16.0,4.0,1.4549914146182013
1004,406.0,7.729083665338646,8.0,64.0,4.0,23.0,13.0,0.0,6.0,0.0,23.0,16.0,5.0,1.3330905921632026
1218,424.0,120.398406374502,336.0,1680.0,194.0,291.0,104.0,1.0,141.0,0.0,439.0,36.0,162.0,1.0781799072693545
1238,33.0,53.30677290836654,77.0,286.0,85.0,470.0,36.0,0.0,55.0,0.0,130.0,34.0,40.0,1.100305903565884
1264,104.0,225.1792828685259,650.0,4086.0,44.0,216.0,398.0,0.0,567.0,0.0,1427.0,62.0,140.0,1.1786867814352366
1277,1024.0,696.9721115537849,3357.0,26121.0,1900.0,10206.0,1346.0,3.0,2282.0,22.0,5338.0,71.0,1719.0,1.0447070717938847
1354,197.0,46.852589641434264,51.0,640.0,3.0,42.0,54.0,0.0,61.0,1.0,163.0,20.0,45.0,1.1985483439332418
1381,989.0,294.8207171314741,108.0,1736.0,510.0,5476.0,217.0,9.0,191.0,2.0,470.0,49.0,59.0,1.1765347952580016
1493,217.0,159.12350597609563,585.0,2854.0,63.0,32.0,385.0,0.0,340.0,3.0,1208.0,64.0,262.0,1.0747004641284827
1649,75.0,6.294820717131475,1.0,41.0,14.0,40.0,3.0,0.0,2.0,0.0,17.0,6.0,4.0,2.030604096634748
1685,139.0,14.900398406374503,16.0,186.0,0.0,63.0,13.0,7.0,18.0,9.0,25.0,4.0,15.0,1.5168967963882134
1776,716.0,0.0796812749003984,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1940,540.0,232.74900398406376,171.0,1483.0,2043.0,6322.0,336.0,2.0,249.0,3.0,909.0,44.0,432.0,1.0489838877804072
1979,27.0,6.215139442231076,1.0,31.0,6.0,37.0,10.0,0.0,4.0,0.0,14.0,9.0,4.0,1.4753406154906223
2069,180.0,207.33067729083666,246.0,1670.0,409.0,2456.0,25.0,3.0,106.0,0.0,324.0,48.0,118.0,1.0588711521197594
2093,107.0,3.3466135458167328,1.0,31.0,8.0,6.0,3.0,0.0,2.0,0.0,10.0,9.0,2.0,1.7429089986334578
2177,437.0,97.21115537848605,81.0,450.0,232.0,1017.0,77.0,1.0,55.0,0.0,219.0,31.0,75.0,1.0987723909620144
2183,302.0,149.5617529880478,802.0,2477.0,1.0,70.0,234.0,0.0,386.0,0.0,1001.0,54.0,172.0,1.1137954100086196
2191,479.0,43.745019920318725,44.0,208.0,288.0,411.0,38.0,0.0,30.0,1.0,89.0,21.0,15.0,1.3264944127195164
2273,136.0,198.48605577689244,396.0,1687.0,447.0,1992.0,153.0,16.0,250.0,2.0,652.0,47.0,151.0,1.0962220892145935
2278,733.0,51.31474103585658,52.0,597.0,37.0,99.0,24.0,0.0,50.0,1.0,125.0,32.0,18.0,1.2423613570367857
2298,124.0,0.39840637450199207,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
2373,630.0,240.6374501992032,384.0,1045.0,1183.0,4803.0,67.0,0.0,161.0,0.0,328.0,39.0,76.0,1.117016474161292
2422,167.0,21.513944223107572,77.0,249.0,14.0,12.0,45.0,1.0,58.0,4.0,136.0,19.0,48.0,1.160815536749974
2423,456.0,7.01195219123506,5.0,63.0,0.0,6.0,16.0,1.0,10.0,0.0,43.0,7.0,37.0,1.1806004512238881
2582,507.0,136.09561752988049,89.0,2633.0,3.0,12.0,3.0,0.0,118.0,1.0,232.0,38.0,43.0,1.152556898310778
2778,259.0,1.1952191235059761,18.0,4.0,1.0,5.0,7.0,0.0,4.0,0.0,13.0,3.0,11.0,1.4828106786375892
2792,122.0,92.19123505976096,272.0,1383.0,76.0,54.0,106.0,4.0,120.0,0.0,488.0,51.0,78.0,1.130516616407955
2809,206.0,136.73306772908367,218.0,337.0,552.0,2297.0,55.0,0.0,52.0,0.0,153.0,27.0,41.0,1.1482182374215681
3072,514.0,164.30278884462152,156.0,2038.0,18.0,688.0,255.0,5.0,276.0,3.0,785.0,50.0,210.0,1.0776275423509347
3457,279.0,103.98406374501992,359.0,1354.0,97.0,211.0,295.0,0.0,269.0,1.0,706.0,32.0,204.0,1.1142143188983158
3466,237.0,86.21513944223108,165.0,1019.0,119.0,262.0,105.0,1.0,105.0,0.0,359.0,45.0,56.0,1.1531073218223997
3467,254.0,115.0597609561753,123.0,1503.0,50.0,314.0,155.0,0.0,127.0,2.0,462.0,45.0,87.0,1.1252527339606193
3481,930.0,399.4422310756972,1610.0,9243.0,14.0,457.0,1430.0,1.0,1416.0,0.0,4683.0,83.0,786.0,1.0744225091791255
3499,221.0,20.95617529880478,0.0,7.0,130.0,288.0,5.0,1.0,0.0,0.0,9.0,8.0,2.0,1.7550546569602985
3641,387.0,30.59760956175299,43.0,93.0,162.0,319.0,17.0,0.0,16.0,0.0,37.0,17.0,7.0,1.364686005736453
3670,312.0,6.215139442231076,0.0,58.0,4.0,24.0,2.0,0.0,1.0,0.0,15.0,7.0,6.0,1.4292400324179777
3719,599.0,293.54581673306774,29.0,214.0,1177.0,11483.0,31.0,4.0,27.0,2.0,90.0,27.0,15.0,1.2488488690016821
3728,45.0,55.45816733067729,20.0,94.0,4.0,774.0,19.0,0.0,14.0,2.0,48.0,12.0,17.0,1.2652808554396466
4050,439.0,190.59760956175302,347.0,1114.0,684.0,2675.0,531.0,1.0,260.0,0.0,1444.0,48.0,260.0,1.1226647811419017
4066,351.0,264.54183266932273,226.0,2438.0,1536.0,4770.0,463.0,0.0,253.0,4.0,957.0,40.0,473.0,1.0518824782118803
4089,42.0,34.103585657370516,7.0,41.0,83.0,456.0,19.0,0.0,11.0,0.0,35.0,18.0,6.0,1.3827497292318902
4093,368.0,250.35856573705178,97.0,711.0,801.0,5354.0,189.0,1.0,127.0,0.0,415.0,40.0,83.0,1.1331484530668263
4112,559.0,228.36653386454185,1665.0,4691.0,153.0,687.0,309.0,0.0,567.0,0.0,1832.0,57.0,721.0,1.0455859678779225
4139,320.0,4.223107569721116,1.0,18.0,0.0,28.0,5.0,1.0,3.0,1.0,10.0,6.0,5.0,1.3956124250860895
4142,135.0,12.350597609561753,57.0,76.0,38.0,61.0,3.0,0.0,26.0,1.0,29.0,13.0,6.0,1.4503354460708828
4145,387.0,340.39840637450203,1115.0,9150.0,88.0,240.0,1556.0,1.0,1058.0,3.0,3992.0,50.0,1872.0,1.0435721345500588
4156,182.0,0.9561752988047809,1.0,2.0,1.0,4.0,4.0,0.0,2.0,0.0,6.0,5.0,2.0,1.8221188003905089
4162,896.0,319.601593625498,236.0,3972.0,338.0,3969.0,286.0,4.0,467.0,3.0,986.0,53.0,604.0,1.0312802067625557
4204,203.0,58.486055776892435,94.0,664.0,26.0,138.0,54.0,1.0,63.0,0.0,214.0,23.0,102.0,1.0955090009725954
4210,311.0,128.9243027888446,132.0,1027.0,104.0,862.0,181.0,1.0,146.0,1.0,460.0,47.0,126.0,1.08077292953205
4214,229.0,4.621513944223108,0.0,11.0,8.0,37.0,7.0,0.0,4.0,0.0,15.0,8.0,4.0,1.5979954499506333
4255,267.0,5.338645418326693,3.0,60.0,0.0,1.0,3.0,0.0,5.0,0.0,24.0,17.0,3.0,1.600935643142084
4306,126.0,22.15139442231076,34.0,257.0,12.0,21.0,14.0,0.0,42.0,0.0,83.0,25.0,23.0,1.155285877214035
4343,308.0,6.53386454183267,0.0,4.0,6.0,80.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.718281828459045
4349,379.0,204.4621513944223,351.0,2394.0,254.0,1062.0,384.0,4.0,347.0,3.0,933.0,69.0,108.0,1.1333765654874082
4500,101.0,29.243027888446218,2.0,2.0,86.0,421.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.718281828459045
4532,29.0,7.808764940239044,9.0,22.0,58.0,71.0,7.0,0.0,2.0,0.0,15.0,11.0,3.0,1.5754571033903182
4551,564.0,187.17131474103587,103.0,664.0,24.0,2788.0,88.0,8.0,88.0,3.0,301.0,54.0,58.0,1.1008743474802982
4566,256.0,1.8326693227091635,0.0,10.0,0.0,12.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.718281828459045
4577,764.0,212.58964143426294,227.0,2845.0,26.0,1050.0,175.0,0.0,298.0,2.0,1055.0,50.0,152.0,1.148912438744056
4616,668.0,38.16733067729084,10.0,144.0,42.0,385.0,5.0,0.0,7.0,0.0,20.0,10.0,6.0,1.3956124250860895
4640,194.0,205.8167330677291,5.0,29.0,2960.0,9288.0,12.0,0.0,3.0,1.0,21.0,10.0,5.0,1.5219615556186339
4862,323.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,
4894,142.0,55.69721115537849,223.0,843.0,2.0,4.0,58.0,0.0,153.0,95.0,141.0,22.0,49.0,1.1397372731022646
4935,197.0,100.39840637450199,154.0,878.0,22.0,311.0,336.0,0.0,238.0,0.0,809.0,48.0,216.0,1.0811535244952266
4940,29.0,12.350597609561753,11.0,114.0,8.0,27.0,13.0,0.0,17.0,0.0,41.0,15.0,11.0,1.2820813967464384
4977,778.0,1.1952191235059761,0.0,8.0,5.0,5.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,2.718281828459045
4985,180.0,7.091633466135458,0.0,46.0,1.0,31.0,7.0,0.0,11.0,0.0,15.0,8.0,4.0,1.5979954499506333
4991,423.0,33.62549800796813,284.0,313.0,0.0,0.0,74.0,0.0,108.0,0.0,202.0,42.0,25.0,1.212132193666104
5002,25.0,62.549800796812754,336.0,730.0,19.0,36.0,62.0,0.0,145.0,1.0,454.0,50.0,61.0,1.160501755006954
5006,626.0,104.86055776892431,420.0,1139.0,109.0,234.0,290.0,0.0,256.0,2.0,860.0,59.0,214.0,1.0704867127275897
5031,342.0,67.17131474103586,351.0,831.0,140.0,229.0,118.0,1.0,133.0,2.0,435.0,17.0,346.0,1.0767577443521141
5208,113.0,6.454183266932271,3.0,66.0,0.0,2.0,9.0,1.0,11.0,1.0,28.0,13.0,8.0,1.3089571732352356
5366,150.0,97.52988047808765,447.0,1636.0,3.0,42.0,107.0,0.0,205.0,0.0,544.0,39.0,147.0,1.0995370611783073
5381,265.0,118.48605577689243,382.0,1848.0,84.0,108.0,72.0,1.0,206.0,0.0,418.0,54.0,56.0,1.1482367596098906
5419,270.0,63.98406374501993,36.0,298.0,106.0,561.0,45.0,2.0,50.0,2.0,139.0,41.0,24.0,1.1517242445869662
5425,97.0,76.81274900398407,23.0,290.0,579.0,950.0,16.0,1.0,18.0,0.0,53.0,23.0,16.0,1.1549092149740812
5457,174.0,95.0597609561753,297.0,1335.0,1.0,2.0,160.0,1.0,230.0,2.0,558.0,64.0,62.0,1.1509929446911764
5460,354.0,78.88446215139443,82.0,973.0,1.0,3.0,216.0,0.0,219.0,0.0,500.0,52.0,37.0,1.2967683175347424
5464,298.0,241.7529880478088,804.0,4052.0,150.0,1298.0,222.0,0.0,411.0,2.0,1275.0,47.0,677.0,1.0408840479659152
5487,394.0,91.23505976095618,534.0,1851.0,7.0,21.0,122.0,3.0,241.0,1.0,647.0,41.0,178.0,1.092702981190748
5519,739.0,135.6175298804781,101.0,530.0,760.0,2446.0,49.0,0.0,75.0,1.0,197.0,27.0,65.0,1.118793320677702
5553,583.0,102.54980079681275,271.0,946.0,5.0,400.0,163.0,0.0,202.0,0.0,594.0,53.0,109.0,1.108293598331973
5580,648.0,77.37051792828684,0.0,2.0,444.0,1662.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,2.117000016612675
5658,635.0,252.58964143426294,537.0,3727.0,80.0,759.0,493.0,1.0,598.0,0.0,1804.0,63.0,367.0,1.0811489377375352
5677,65.0,14.02390438247012,13.0,19.0,96.0,227.0,1.0,0.0,1.0,0.0,6.0,5.0,2.0,1.8221188003905089
5693,453.0,253.46613545816732,406.0,2059.0,3493.0,7322.0,638.0,0.0,400.0,9.0,1461.0,36.0,519.0,1.0813337655264952
5933,921.0,6.454183266932271,4.0,51.0,3.0,14.0,4.0,0.0,17.0,0.0,25.0,16.0,4.0,1.4779041954117385
5978,240.0,39.20318725099602,71.0,448.0,2.0,42.0,74.0,2.0,64.0,1.0,211.0,31.0,46.0,1.1594738671327365
6007,14.0,116.41434262948208,3.0,25.0,238.0,2349.0,2.0,0.0,1.0,1.0,15.0,8.0,6.0,1.3668379411737963
6027,194.0,71.79282868525897,213.0,878.0,2.0,72.0,75.0,0.0,146.0,4.0,290.0,46.0,43.0,1.157905465886181
6092,750.0,10.836653386454183,8.0,30.0,9.0,100.0,14.0,1.0,9.0,0.0,28.0,14.0,6.0,1.3956124250860895
6095,75.0,3.4262948207171315,1.0,16.0,3.0,27.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.718281828459045
6101,775.0,283.42629482071715,384.0,2288.0,1434.0,3578.0,1190.0,0.0,626.0,6.0,2694.0,57.0,507.0,1.0977045412120299
6109,88.0,38.64541832669323,68.0,155.0,420.0,408.0,17.0,0.0,18.0,0.0,62.0,16.0,26.0,1.1607176313363983
6111,261.0,65.9760956175299,193.0,672.0,12.0,148.0,106.0,0.0,125.0,1.0,280.0,35.0,66.0,1.1288643430450505
6125,197.0,97.92828685258964,116.0,1098.0,26.0,397.0,71.0,0.0,80.0,1.0,376.0,52.0,103.0,1.0727244668453384
6132,235.0,27.56972111553785,77.0,150.0,57.0,206.0,14.0,0.0,41.0,0.0,74.0,26.0,11.0,1.2952986142722027
6150,431.0,88.84462151394423,72.0,505.0,197.0,780.0,21.0,0.0,43.0,0.0,120.0,34.0,23.0,1.165852623992192
6175,816.0,251.23505976095618,522.0,2739.0,126.0,1690.0,278.0,0.0,427.0,0.0,1461.0,74.0,355.0,1.0571903435277943
6219,60.0,41.19521912350597,108.0,486.0,85.0,227.0,30.0,0.0,50.0,0.0,162.0,21.0,90.0,1.089494999546125
6221,121.0,13.227091633466136,6.0,147.0,2.0,10.0,5.0,0.0,13.0,0.0,59.0,11.0,17.0,1.3709556088494588
6287,113.0,36.01593625498008,15.0,329.0,9.0,240.0,112.0,0.0,92.0,0.0,265.0,13.0,209.0,1.1024489736922167
6293,446.0,361.2749003984064,589.0,7401.0,8.0,1467.0,858.0,2.0,738.0,8.0,2386.0,67.0,431.0,1.0861358563300563
6334,391.0,82.78884462151395,189.0,1345.0,790.0,1017.0,491.0,3.0,318.0,16.0,1091.0,26.0,364.0,1.1221864298591109
6366,48.0,0.9561752988047809,8.0,1.0,5.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.718281828459045
6397,357.0,318.48605577689244,177.0,1432.0,620.0,7761.0,35.0,2.0,98.0,1.0,221.0,46.0,52.0,1.0967939183506434
6409,211.0,96.09561752988049,146.0,950.0,11.0,373.0,134.0,0.0,145.0,0.0,386.0,48.0,62.0,1.1384916827796674
6410,166.0,27.490039840637454,45.0,240.0,5.0,104.0,12.0,1.0,28.0,0.0,70.0,22.0,18.0,1.1933538171034601
6454,278.0,86.37450199203188,562.0,1017.0,1.0,259.0,63.0,1.0,155.0,1.0,294.0,33.0,143.0,1.064283002161852
6470,217.0,101.11553784860558,770.0,884.0,675.0,581.0,158.0,0.0,164.0,1.0,397.0,37.0,126.0,1.08888755697854
6483,810.0,68.20717131474103,164.0,642.0,32.0,413.0,24.0,0.0,105.0,4.0,160.0,26.0,35.0,1.1922284176423046
6487,122.0,143.26693227091633,85.0,390.0,324.0,2502.0,40.0,1.0,40.0,0.0,141.0,25.0,45.0,1.1335262321775357
6528,192.0,14.342629482071713,3.0,91.0,7.0,70.0,33.0,0.0,23.0,0.0,51.0,19.0,14.0,1.211342590380946
6531,358.0,57.13147410358566,115.0,517.0,33.0,160.0,191.0,0.0,86.0,0.0,428.0,35.0,162.0,1.0784070610007201
6540,23.0,28.20717131474104,103.0,262.0,19.0,84.0,11.0,0.0,37.0,0.0,73.0,26.0,20.0,1.1507162969471194
6554,421.0,47.72908366533864,9.0,84.0,88.0,610.0,5.0,0.0,15.0,0.0,23.0,11.0,5.0,1.5191968669052343
6556,142.0,84.06374501992032,385.0,915.0,118.0,71.0,314.0,1.0,201.0,0.0,657.0,58.0,83.0,1.1462284480240896
6564,290.0,84.30278884462152,49.0,421.0,185.0,840.0,36.0,0.0,45.0,0.0,145.0,37.0,19.0,1.229071357670792
6585,378.0,81.67330677290836,235.0,1096.0,37.0,48.0,185.0,0.0,250.0,7.0,493.0,30.0,252.0,1.0673849020475221
6589,102.0,5.657370517928287,1.0,43.0,9.0,26.0,2.0,0.0,3.0,0.0,4.0,4.0,1.0,2.718281828459045
6603,190.0,262.23107569721117,1056.0,2956.0,134.0,2205.0,271.0,0.0,318.0,2.0,965.0,64.0,150.0,1.1057466778532388
6615,419.0,208.28685258964146,193.0,3692.0,280.0,768.0,306.0,8.0,284.0,7.0,867.0,66.0,218.0,1.0621111185939522
6637,140.0,19.04382470119522,18.0,118.0,15.0,78.0,47.0,1.0,37.0,1.0,117.0,11.0,53.0,1.2222410578926544
6826,218.0,12.988047808764941,4.0,88.0,3.0,58.0,6.0,0.0,21.0,0.0,20.0,12.0,4.0,1.5168967963882134
6881,310.0,65.89641434262948,119.0,857.0,73.0,55.0,60.0,0.0,70.0,2.0,239.0,36.0,63.0,1.1111318591433759
6885,131.0,19.681274900398407,53.0,157.0,8.0,58.0,41.0,0.0,24.0,0.0,128.0,26.0,38.0,1.1383213257054854
6900,121.0,160.9561752988048,456.0,2849.0,320.0,631.0,93.0,0.0,153.0,0.0,777.0,38.0,336.0,1.0627450846875452
6955,452.0,2.310756972111554,0.0,0.0,17.0,30.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,2.718281828459045
6960,402.0,173.78486055776892,18.0,363.0,884.0,5145.0,11.0,0.0,23.0,0.0,58.0,26.0,7.0,1.3753129685113477
6980,437.0,6.613545816733068,3.0,55.0,3.0,21.0,10.0,0.0,9.0,0.0,21.0,11.0,5.0,1.4649457071525769
6997,210.0,45.976095617529886,202.0,575.0,16.0,47.0,10.0,0.0,59.0,0.0,86.0,29.0,28.0,1.1117232956861534
7031,616.0,80.87649402390439,595.0,1127.0,5.0,46.0,79.0,0.0,199.0,0.0,362.0,41.0,58.0,1.1644265844609267
7054,182.0,112.58964143426294,87.0,926.0,230.0,679.0,173.0,1.0,117.0,3.0,398.0,40.0,96.0,1.1092075410037456
7091,751.0,84.30278884462152,40.0,767.0,5.0,458.0,49.0,0.0,49.0,0.0,177.0,45.0,19.0,1.2300041506116504
7185,508.0,35.69721115537849,108.0,367.0,7.0,17.0,48.0,0.0,105.0,3.0,177.0,23.0,53.0,1.1562719395535013
7270,179.0,54.26294820717132,163.0,534.0,5.0,91.0,91.0,0.0,120.0,0.0,243.0,27.0,83.0,1.1145310516240254
7311,300.0,87.96812749003985,204.0,1032.0,6.0,129.0,112.0,0.0,194.0,1.0,497.0,50.0,126.0,1.0820840838256665
7327,33.0,1.9920318725099602,0.0,16.0,3.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.718281828459045
7346,558.0,349.00398406374507,820.0,3664.0,120.0,3454.0,804.0,0.0,569.0,0.0,2118.0,77.0,286.0,1.1009534209579073
7350,422.0,228.84462151394422,1519.0,2493.0,1125.0,2176.0,446.0,0.0,395.0,4.0,1182.0,51.0,280.0,1.0862953102206956
7352,97.0,13.625498007968128,28.0,114.0,14.0,50.0,22.0,0.0,8.0,0.0,61.0,12.0,22.0,1.2599355968684904
7354,122.0,7.330677290836654,17.0,43.0,40.0,46.0,9.0,0.0,10.0,1.0,32.0,4.0,22.0,1.438551009577678
7378,287.0,69.08366533864542,94.0,928.0,19.0,42.0,76.0,0.0,116.0,0.0,333.0,47.0,45.0,1.1705184947037115
7390,52.0,1.8326693227091635,0.0,5.0,4.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.718281828459045
7397,46.0,11.155378486055778,34.0,97.0,12.0,28.0,20.0,5.0,26.0,4.0,49.0,17.0,10.0,1.3340711662949267
7412,294.0,57.29083665338646,20.0,87.0,245.0,843.0,21.0,4.0,13.0,0.0,55.0,22.0,12.0,1.2316236423470497
7434,977.0,233.46613545816732,367.0,784.0,144.0,4286.0,206.0,2.0,171.0,3.0,582.0,66.0,70.0,1.1342527067911425
7436,135.0,119.36254980079681,349.0,1188.0,337.0,529.0,178.0,1.0,221.0,0.0,470.0,44.0,62.0,1.1880192090328763
7545,329.0,256.33466135458167,1283.0,5206.0,567.0,1537.0,430.0,0.0,483.0,2.0,1768.0,46.0,828.0,1.0475130380638786
7560,388.0,16.01593625498008,9.0,86.0,15.0,119.0,5.0,0.0,6.0,0.0,23.0,8.0,6.0,1.6147282345055056
7565,123.0,76.01593625498009,69.0,799.0,13.0,246.0,33.0,14.0,61.0,0.0,199.0,26.0,45.0,1.1854061637568456
7577,58.0,10.996015936254981,16.0,63.0,38.0,73.0,7.0,0.0,14.0,0.0,19.0,3.0,15.0,1.5253474531238633
7652,1177.0,414.9800796812749,1168.0,11309.0,294.0,3144.0,882.0,2.0,838.0,2.0,2930.0,62.0,707.0,1.0691277080116626
7664,107.0,11.952191235059761,0.0,0.0,24.0,169.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,
7669,222.0,133.30677290836653,727.0,1461.0,114.0,429.0,188.0,0.0,303.0,0.0,641.0,52.0,97.0,1.1355097637998737
7715,598.0,185.81673306772907,343.0,3112.0,234.0,392.0,343.0,5.0,273.0,1.0,1019.0,43.0,334.0,1.0735287515888743
7729,189.0,33.46613545816733,30.0,238.0,61.0,112.0,105.0,0.0,82.0,0.0,236.0,19.0,45.0,1.3178786912384746
7733,647.0,405.01992031872516,403.0,4368.0,521.0,5048.0,1274.0,0.0,525.0,5.0,3416.0,73.0,576.0,1.0846317050975147
7740,25.0,33.70517928286853,3.0,180.0,6.0,258.0,16.0,0.0,6.0,0.0,35.0,12.0,15.0,1.2146360012327242
7927,259.0,22.15139442231076,22.0,171.0,175.0,93.0,24.0,0.0,14.0,1.0,69.0,23.0,19.0,1.1710429205438226
7957,175.0,173.70517928286853,603.0,2868.0,307.0,396.0,656.0,0.0,589.0,0.0,1514.0,47.0,617.0,1.053595601655553
7991,47.0,37.84860557768924,119.0,140.0,95.0,386.0,21.0,0.0,47.0,0.0,64.0,10.0,41.0,1.1689402404772697
8008,888.0,316.49402390438246,443.0,8671.0,648.0,509.0,339.0,4.0,453.0,8.0,1153.0,52.0,361.0,1.063346771384959
8036,101.0,86.29482071713147,217.0,1201.0,17.0,69.0,82.0,0.0,153.0,0.0,314.0,32.0,164.0,1.0616585096127147
8071,538.0,16.254980079681275,0.0,8.0,2.0,207.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,2.718281828459045
8127,334.0,160.8764940239044,800.0,1945.0,59.0,146.0,537.0,0.0,557.0,0.0,1272.0,62.0,257.0,1.083102161854386
8181,24.0,264.54183266932273,37.0,173.0,675.0,8385.0,16.0,0.0,15.0,0.0,57.0,20.0,14.0,1.2257727097078608
8194,326.0,16.653386454183266,10.0,91.0,42.0,124.0,7.0,0.0,17.0,0.0,24.0,9.0,9.0,1.3448685773823548
8216,711.0,3.7450199203187253,6.0,35.0,0.0,5.0,3.0,0.0,4.0,0.0,13.0,6.0,4.0,1.7188692582893286
8227,529.0,218.48605577689244,404.0,3809.0,19.0,189.0,529.0,2.0,468.0,2.0,1655.0,58.0,310.0,1.0964160438807913
8229,241.0,21.513944223107572,18.0,287.0,2.0,0.0,8.0,0.0,21.0,1.0,54.0,19.0,11.0,1.2948219634535632
8314,243.0,65.33864541832669,1.0,7.0,21.0,1108.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.718281828459045
8397,303.0,128.84462151394425,98.0,1252.0,187.0,792.0,121.0,0.0,111.0,1.0,407.0,41.0,70.0,1.152359807825722
8471,144.0,8.127490039840637,9.0,74.0,4.0,17.0,10.0,0.0,9.0,0.0,43.0,20.0,13.0,1.17984681869376
8516,149.0,15.617529880478088,46.0,149.0,2.0,2.0,38.0,0.0,22.0,0.0,94.0,25.0,32.0,1.124681629943733
8534,92.0,24.302788844621514,4.0,273.0,2.0,6.0,30.0,0.0,49.0,0.0,105.0,11.0,40.0,1.2695168101622434
8570,322.0,269.24302788844625,627.0,2853.0,970.0,3122.0,290.0,0.0,253.0,2.0,813.0,50.0,299.0,1.0558871044487874
8575,186.0,2.7888446215139444,0.0,0.0,4.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8613,358.0,288.20717131474106,478.0,5833.0,85.0,1455.0,578.0,3.0,531.0,1.0,1488.0,68.0,234.0,1.0980263366376264
8619,403.0,11.235059760956176,20.0,15.0,75.0,131.0,3.0,0.0,6.0,0.0,7.0,4.0,4.0,1.5488302986341331
